Domain,StartTime,StartDay,StartHour,PingOutput
amazon.es,28:33.2,16,7,109
mail.yahoo.com,28:33.3,16,7,Request timed out
allegro.pl,28:36.8,16,7,137
fandom.com,28:37.0,16,7,3
id.wikipedia.org,28:37.0,16,7,34
accuweather.com,28:37.1,16,7,4
dictionary.com,28:37.1,16,7,4
apple.com,28:37.1,16,7,3
amazon.it,28:37.1,16,7,250
dailymail.co.uk,28:37.4,16,7,6
cricbuzz.com,28:37.5,16,7,252
amazon.fr,28:37.7,16,7,111
omegle.com,28:37.9,16,7,15
facebook.com,28:37.9,16,7,4
nike.com,28:37.9,16,7,5
hm.com,28:38.0,16,7,5
merriam-webster.com,28:38.0,16,7,4
mercadolivre.com.br,28:38.1,16,7,4
healthline.com,28:38.1,16,7,4
marca.com,28:38.1,16,7,108
cricbuzz.com,28:38.2,16,7,252
mayoclinic.org,28:38.5,16,7,Request timed out
byjus.com,28:42.4,16,7,14
finance.yahoo.com,28:42.4,16,7,Request timed out
adobe.com,28:46.3,16,7,4
indiatimes.com,28:46.4,16,7,4
linkedin.com,28:46.4,16,7,5
as.com,28:46.4,16,7,4
google.com,28:46.4,16,7,15
fr.wikipedia.org,28:46.5,16,7,35
aliexpress.com,28:46.5,16,7,116
de.wikipedia.org,28:46.6,16,7,35
mail.yahoo.com,28:46.7,16,7,Request timed out
americanas.com.br,28:50.4,16,7,Request timed out
investopedia.com,28:54.4,16,7,5
microsoft.com,28:54.4,16,7,Request timed out
medicalnewstoday.com,28:58.3,16,7,7
detik.com,28:58.5,16,7,251
hm.com,28:58.8,16,7,5
mercadolivre.com.br,28:58.9,16,7,4
amazon.fr,28:58.9,16,7,110
dictionary.com,28:59.0,16,7,4
cookpad.com,28:59.0,16,7,3
bbc.com,28:59.0,16,7,5
youtube.com,28:59.1,16,7,14
magazineluiza.com.br,28:59.1,16,7,4
mayoclinic.org,28:59.1,16,7,Request timed out
amazon.co.jp,29:02.9,16,7,57
homedepot.com,29:02.9,16,7,13
amazon.fr,29:03.0,16,7,110
es.wikipedia.org,29:03.1,16,7,34
nih.gov,29:03.2,16,7,Request timed out
booking.com,29:06.8,16,7,Request timed out
it.wikipedia.org,29:10.9,16,7,35
bbc.com,29:10.9,16,7,5
epfindia.gov.in,29:10.9,16,7,Request timed out
amazon.com,29:14.8,16,7,39
amazon.com,29:14.9,16,7,38
mail.yahoo.com,29:15.0,16,7,Request timed out
hepsiburada.com,29:18.9,16,7,149
ja.wikipedia.org,29:19.0,16,7,35
es.wikipedia.org,29:19.1,16,7,35
medicalnewstoday.com,29:19.1,16,7,4
byjus.com,29:19.1,16,7,13
medicalnewstoday.com,29:19.2,16,7,3
ar.wikipedia.org,29:19.2,16,7,34
naver.com,29:19.2,16,7,Request timed out
facebook.com,29:22.8,16,7,5
cdc.gov,29:22.9,16,7,Request timed out
investopedia.com,29:26.9,16,7,4
